anio;region;departamento;rango_edad;sexo;pob
2025;Orinoquía;Arauca;60 - 64;Masculino;5575
2025;Orinoquía;Arauca;65 - 69;Masculino;4283
2025;Orinoquía;Arauca;70 - 74;Masculino;3016
2025;Orinoquía;Arauca;75 - 79;Masculino;1985
2025;Orinoquía;Arauca;80 - 84;Masculino;1221
2025;Orinoquía;Arauca;85 - 89;Masculino;1282
2026;Orinoquía;Arauca;0 - 4;Femenino;12972
2026;Orinoquía;Arauca;10 - 14;Femenino;14087
2026;Orinoquía;Arauca;15 - 19;Femenino;13277
2026;Orinoquía;Arauca;20 - 24;Femenino;12753
2026;Orinoquía;Arauca;25 - 29;Femenino;13955
2026;Orinoquía;Arauca;30 - 34;Femenino;14023
2026;Orinoquía;Arauca;35 - 39;Femenino;12555
2026;Orinoquía;Arauca;40 - 44;Femenino;10971
2026;Orinoquía;Arauca;45 - 49;Femenino;9606
2026;Orinoquía;Arauca;5 - 9;Femenino;14068
2026;Orinoquía;Arauca;50 - 54;Femenino;8294
2026;Orinoquía;Arauca;55 - 59;Femenino;7381
2026;Orinoquía;Arauca;60 - 64;Femenino;6071
2026;Orinoquía;Arauca;65 - 69;Femenino;4518
2026;Orinoquía;Arauca;70 - 74;Femenino;3114
2026;Orinoquía;Arauca;75 - 79;Femenino;2145
2026;Orinoquía;Arauca;80 - 84;Femenino;1440
2026;Orinoquía;Arauca;85 - 89;Femenino;1748
2026;Orinoquía;Arauca;0 - 4;Masculino;13453
2026;Orinoquía;Arauca;10 - 14;Masculino;14576
2026;Orinoquía;Arauca;15 - 19;Masculino;13780
2026;Orinoquía;Arauca;20 - 24;Masculino;13086
2026;Orinoquía;Arauca;25 - 29;Masculino;13640
2026;Orinoquía;Arauca;30 - 34;Masculino;13449
2026;Orinoquía;Arauca;35 - 39;Masculino;11973
2026;Orinoquía;Arauca;40 - 44;Masculino;10511
2026;Orinoquía;Arauca;45 - 49;Masculino;9092
2026;Orinoquía;Arauca;5 - 9;Masculino;14437
2026;Orinoquía;Arauca;50 - 54;Masculino;7667
2026;Orinoquía;Arauca;55 - 59;Masculino;6814
2026;Orinoquía;Arauca;60 - 64;Masculino;5738
2026;Orinoquía;Arauca;65 - 69;Masculino;4447
2026;Orinoquía;Arauca;70 - 74;Masculino;3156
2026;Orinoquía;Arauca;75 - 79;Masculino;2053
2026;Orinoquía;Arauca;80 - 84;Masculino;1248
2026;Orinoquía;Arauca;85 - 89;Masculino;1248
2027;Orinoquía;Arauca;0 - 4;Femenino;12771
2027;Orinoquía;Arauca;10 - 14;Femenino;14159
2027;Orinoquía;Arauca;15 - 19;Femenino;13383
2027;Orinoquía;Arauca;20 - 24;Femenino;12575
2027;Orinoquía;Arauca;25 - 29;Femenino;13725
2027;Orinoquía;Arauca;30 - 34;Femenino;14128
2027;Orinoquía;Arauca;35 - 39;Femenino;12889
2027;Orinoquía;Arauca;40 - 44;Femenino;11183
2027;Orinoquía;Arauca;45 - 49;Femenino;9862
2027;Orinoquía;Arauca;5 - 9;Femenino;13859
2027;Orinoquía;Arauca;50 - 54;Femenino;8445
2027;Orinoquía;Arauca;55 - 59;Femenino;7533
2027;Orinoquía;Arauca;60 - 64;Femenino;6295
2027;Orinoquía;Arauca;65 - 69;Femenino;4770
2027;Orinoquía;Arauca;70 - 74;Femenino;3293
2027;Orinoquía;Arauca;75 - 79;Femenino;2243
2027;Orinoquía;Arauca;80 - 84;Femenino;1492
2027;Orinoquía;Arauca;85 - 89;Femenino;1777
2027;Orinoquía;Arauca;0 - 4;Masculino;13264
2027;Orinoquía;Arauca;10 - 14;Masculino;14625
2027;Orinoquía;Arauca;15 - 19;Masculino;13867
2027;Orinoquía;Arauca;20 - 24;Masculino;12953
2027;Orinoquía;Arauca;25 - 29;Masculino;13371
2027;Orinoquía;Arauca;30 - 34;Masculino;13483
2027;Orinoquía;Arauca;35 - 39;Masculino;12202
2027;Orinoquía;Arauca;40 - 44;Masculino;10676
2027;Orinoquía;Arauca;45 - 49;Masculino;9348
2027;Orinoquía;Arauca;5 - 9;Masculino;14194
2027;Orinoquía;Arauca;50 - 54;Masculino;7816
2027;Orinoquía;Arauca;55 - 59;Masculino;6921
2027;Orinoquía;Arauca;60 - 64;Masculino;5885
2027;Orinoquía;Arauca;65 - 69;Masculino;4612
2027;Orinoquía;Arauca;70 - 74;Masculino;3303
2027;Orinoquía;Arauca;75 - 79;Masculino;2125
2027;Orinoquía;Arauca;80 - 84;Masculino;1275
2027;Orinoquía;Arauca;85 - 89;Masculino;1225
2028;Orinoquía;Arauca;0 - 4;Femenino;12542
2028;Orinoquía;Arauca;10 - 14;Femenino;14182
2028;Orinoquía;Arauca;15 - 19;Femenino;13500
2028;Orinoquía;Arauca;20 - 24;Femenino;12474
2028;Orinoquía;Arauca;25 - 29;Femenino;13426
2028;Orinoquía;Arauca;30 - 34;Femenino;14174
2028;Orinoquía;Arauca;35 - 39;Femenino;13189
2028;Orinoquía;Arauca;40 - 44;Femenino;11416
2028;Orinoquía;Arauca;45 - 49;Femenino;10093
2028;Orinoquía;Arauca;5 - 9;Femenino;13636
2028;Orinoquía;Arauca;50 - 54;Femenino;8636
2028;Orinoquía;Arauca;55 - 59;Femenino;7663
2028;Orinoquía;Arauca;60 - 64;Femenino;6496
2028;Orinoquía;Arauca;65 - 69;Femenino;5022
2028;Orinoquía;Arauca;70 - 74;Femenino;3486
2028;Orinoquía;Arauca;75 - 79;Femenino;2353
2028;Orinoquía;Arauca;80 - 84;Femenino;1550
2028;Orinoquía;Arauca;85 - 89;Femenino;1810
2028;Orinoquía;Arauca;0 - 4;Masculino;13041
2028;Orinoquía;Arauca;10 - 14;Masculino;14615
2028;Orinoquía;Arauca;15 - 19;Masculino;13974
2028;Orinoquía;Arauca;20 - 24;Masculino;12873
2028;Orinoquía;Arauca;25 - 29;Masculino;13069
2028;Orinoquía;Arauca;30 - 34;Masculino;13449
2028;Orinoquía;Arauca;35 - 39;Masculino;12415
2028;Orinoquía;Arauca;40 - 44;Masculino;10842
2028;Orinoquía;Arauca;45 - 49;Masculino;9570
2028;Orinoquía;Arauca;5 - 9;Masculino;13955
2028;Orinoquía;Arauca;50 - 54;Masculino;8004
2028;Orinoquía;Arauca;55 - 59;Masculino;7013
2028;Orinoquía;Arauca;60 - 64;Masculino;6024
2028;Orinoquía;Arauca;65 - 69;Masculino;4785
2028;Orinoquía;Arauca;70 - 74;Masculino;3443
2028;Orinoquía;Arauca;75 - 79;Masculino;2209
2028;Orinoquía;Arauca;80 - 84;Masculino;1308
2028;Orinoquía;Arauca;85 - 89;Masculino;1203
2029;Orinoquía;Arauca;0 - 4;Femenino;12307
2029;Orinoquía;Arauca;10 - 14;Femenino;14163
2029;Orinoquía;Arauca;15 - 19;Femenino;13624
2029;Orinoquía;Arauca;20 - 24;Femenino;12445
2029;Orinoquía;Arauca;25 - 29;Femenino;13098
2029;Orinoquía;Arauca;30 - 34;Femenino;14143
2029;Orinoquía;Arauca;35 - 39;Femenino;13459
2029;Orinoquía;Arauca;40 - 44;Femenino;11676
2029;Orinoquía;Arauca;45 - 49;Femenino;10318
2029;Orinoquía;Arauca;5 - 9;Femenino;13395
2029;Orinoquía;Arauca;50 - 54;Femenino;8850
2029;Orinoquía;Arauca;55 - 59;Femenino;7777
2029;Orinoquía;Arauca;60 - 64;Femenino;6692
2029;Orinoquía;Arauca;65 - 69;Femenino;5267
2029;Orinoquía;Arauca;70 - 74;Femenino;3694
2029;Orinoquía;Arauca;75 - 79;Femenino;2471
2029;Orinoquía;Arauca;80 - 84;Femenino;1617
2029;Orinoquía;Arauca;85 - 89;Femenino;1849
2029;Orinoquía;Arauca;0 - 4;Masculino;12801
2029;Orinoquía;Arauca;10 - 14;Masculino;14548
2029;Orinoquía;Arauca;15 - 19;Masculino;14082
2029;Orinoquía;Arauca;20 - 24;Masculino;12856
2029;Orinoquía;Arauca;25 - 29;Masculino;12769
2029;Orinoquía;Arauca;30 - 34;Masculino;13347
2029;Orinoquía;Arauca;35 - 39;Masculino;12603
2029;Orinoquía;Arauca;40 - 44;Masculino;11024
2029;Orinoquía;Arauca;45 - 49;Masculino;9763
2029;Orinoquía;Arauca;5 - 9;Masculino;13729
2029;Orinoquía;Arauca;50 - 54;Masculino;8230
2029;Orinoquía;Arauca;55 - 59;Masculino;7098
2029;Orinoquía;Arauca;60 - 64;Masculino;6154
2029;Orinoquía;Arauca;65 - 69;Masculino;4951
2029;Orinoquía;Arauca;70 - 74;Masculino;3591
2029;Orinoquía;Arauca;75 - 79;Masculino;2306
2029;Orinoquía;Arauca;80 - 84;Masculino;1349
2029;Orinoquía;Arauca;85 - 89;Masculino;1191
2030;Orinoquía;Arauca;0 - 4;Femenino;12085
2030;Orinoquía;Arauca;10 - 14;Femenino;14129
2030;Orinoquía;Arauca;15 - 19;Femenino;13750
2030;Orinoquía;Arauca;20 - 24;Femenino;12483
2030;Orinoquía;Arauca;25 - 29;Femenino;12789
2030;Orinoquía;Arauca;30 - 34;Femenino;14043
2030;Orinoquía;Arauca;35 - 39;Femenino;13672
2030;Orinoquía;Arauca;40 - 44;Femenino;11979
2030;Orinoquía;Arauca;45 - 49;Femenino;10527
2030;Orinoquía;Arauca;5 - 9;Femenino;13115
2030;Orinoquía;Arauca;50 - 54;Femenino;9092
2030;Orinoquía;Arauca;55 - 59;Femenino;7886
2030;Orinoquía;Arauca;60 - 64;Femenino;6881
2030;Orinoquía;Arauca;65 - 69;Femenino;5500
2030;Orinoquía;Arauca;70 - 74;Femenino;3918
2030;Orinoquía;Arauca;75 - 79;Femenino;2604
2030;Orinoquía;Arauca;80 - 84;Femenino;1686
2030;Orinoquía;Arauca;85 - 89;Femenino;1894
2030;Orinoquía;Arauca;0 - 4;Masculino;12571
2030;Orinoquía;Arauca;10 - 14;Masculino;14467
2030;Orinoquía;Arauca;15 - 19;Masculino;14190
2030;Orinoquía;Arauca;20 - 24;Masculino;12895
2030;Orinoquía;Arauca;25 - 29;Masculino;12512
2030;Orinoquía;Arauca;30 - 34;Masculino;13185
2030;Orinoquía;Arauca;35 - 39;Masculino;12742
2030;Orinoquía;Arauca;40 - 44;Masculino;11236
2030;Orinoquía;Arauca;45 - 49;Masculino;9940
2030;Orinoquía;Arauca;5 - 9;Masculino;13459
2030;Orinoquía;Arauca;50 - 54;Masculino;8476
2030;Orinoquía;Arauca;55 - 59;Masculino;7195
2030;Orinoquía;Arauca;60 - 64;Masculino;6280
2030;Orinoquía;Arauca;65 - 69;Masculino;5108
2030;Orinoquía;Arauca;70 - 74;Masculino;3741
2030;Orinoquía;Arauca;75 - 79;Masculino;2417
2030;Orinoquía;Arauca;80 - 84;Masculino;1397
2030;Orinoquía;Arauca;85 - 89;Masculino;1193
2031;Orinoquía;Arauca;0 - 4;Femenino;11878
2031;Orinoquía;Arauca;10 - 14;Femenino;14013
2031;Orinoquía;Arauca;15 - 19;Femenino;13851
2031;Orinoquía;Arauca;20 - 24;Femenino;12571
2031;Orinoquía;Arauca;25 - 29;Femenino;12542
2031;Orinoquía;Arauca;30 - 34;Femenino;13862
2031;Orinoquía;Arauca;35 - 39;Femenino;13841
2031;Orinoquía;Arauca;40 - 44;Femenino;12311
2031;Orinoquía;Arauca;45 - 49;Femenino;10723
2031;Orinoquía;Arauca;5 - 9;Femenino;12877
2031;Orinoquía;Arauca;50 - 54;Femenino;9346
2031;Orinoquía;Arauca;55 - 59;Femenino;8009
2031;Orinoquía;Arauca;60 - 64;Femenino;7059
2031;Orinoquía;Arauca;65 - 69;Femenino;5723
2031;Orinoquía;Arauca;70 - 74;Femenino;4150
2031;Orinoquía;Arauca;75 - 79;Femenino;2750
2031;Orinoquía;Arauca;80 - 84;Femenino;1765
2031;Orinoquía;Arauca;85 - 89;Femenino;1945
2031;Orinoquía;Arauca;0 - 4;Masculino;12360
2031;Orinoquía;Arauca;10 - 14;Masculino;14310
2031;Orinoquía;Arauca;15 - 19;Masculino;14278
2031;Orinoquía;Arauca;20 - 24;Masculino;12971
2031;Orinoquía;Arauca;25 - 29;Masculino;12319
2031;Orinoquía;Arauca;30 - 34;Masculino;12964
2031;Orinoquía;Arauca;35 - 39;Masculino;12830
2031;Orinoquía;Arauca;40 - 44;Masculino;11463
2031;Orinoquía;Arauca;45 - 49;Masculino;10101
2031;Orinoquía;Arauca;5 - 9;Masculino;13231
2031;Orinoquía;Arauca;50 - 54;Masculino;8737
2031;Orinoquía;Arauca;55 - 59;Masculino;7309
2031;Orinoquía;Arauca;60 - 64;Masculino;6402
2031;Orinoquía;Arauca;65 - 69;Masculino;5259
2031;Orinoquía;Arauca;70 - 74;Masculino;3893
2031;Orinoquía;Arauca;75 - 79;Masculino;2541
2031;Orinoquía;Arauca;80 - 84;Masculino;1450
2031;Orinoquía;Arauca;85 - 89;Masculino;1207
2032;Orinoquía;Arauca;0 - 4;Femenino;11683
2032;Orinoquía;Arauca;10 - 14;Femenino;13808
2032;Orinoquía;Arauca;15 - 19;Femenino;13928
2032;Orinoquía;Arauca;20 - 24;Femenino;12685
2032;Orinoquía;Arauca;25 - 29;Femenino;12365
2032;Orinoquía;Arauca;30 - 34;Femenino;13612
2032;Orinoquía;Arauca;35 - 39;Femenino;13951
2032;Orinoquía;Arauca;40 - 44;Femenino;12642
2032;Orinoquía;Arauca;45 - 49;Femenino;10934
2032;Orinoquía;Arauca;5 - 9;Femenino;12691
2032;Orinoquía;Arauca;50 - 54;Femenino;9603
2032;Orinoquía;Arauca;55 - 59;Femenino;8161
2032;Orinoquía;Arauca;60 - 64;Femenino;7208
2032;Orinoquía;Arauca;65 - 69;Femenino;5942
2032;Orinoquía;Arauca;70 - 74;Femenino;4388
2032;Orinoquía;Arauca;75 - 79;Femenino;2914
2032;Orinoquía;Arauca;80 - 84;Femenino;1847
2032;Orinoquía;Arauca;85 - 89;Femenino;2000
2032;Orinoquía;Arauca;0 - 4;Masculino;12162
2032;Orinoquía;Arauca;10 - 14;Masculino;14073
2032;Orinoquía;Arauca;15 - 19;Masculino;14330
2032;Orinoquía;Arauca;20 - 24;Masculino;13071
2032;Orinoquía;Arauca;25 - 29;Masculino;12198
2032;Orinoquía;Arauca;30 - 34;Masculino;12691
2032;Orinoquía;Arauca;35 - 39;Masculino;12868
2032;Orinoquía;Arauca;40 - 44;Masculino;11690
2032;Orinoquía;Arauca;45 - 49;Masculino;10269
2032;Orinoquía;Arauca;5 - 9;Masculino;13056
2032;Orinoquía;Arauca;50 - 54;Masculino;8983
2032;Orinoquía;Arauca;55 - 59;Masculino;7464
2032;Orinoquía;Arauca;60 - 64;Masculino;6511
2032;Orinoquía;Arauca;65 - 69;Masculino;5402
2032;Orinoquía;Arauca;70 - 74;Masculino;4048
2032;Orinoquía;Arauca;75 - 79;Masculino;2674
2032;Orinoquía;Arauca;80 - 84;Masculino;1507
2032;Orinoquía;Arauca;85 - 89;Masculino;1230
2033;Orinoquía;Arauca;0 - 4;Femenino;11504
2033;Orinoquía;Arauca;10 - 14;Femenino;13597
2033;Orinoquía;Arauca;15 - 19;Femenino;13956
2033;Orinoquía;Arauca;20 - 24;Femenino;12822
2033;Orinoquía;Arauca;25 - 29;Femenino;12279
2033;Orinoquía;Arauca;30 - 34;Femenino;13309
2033;Orinoquía;Arauca;35 - 39;Femenino;14003
2033;Orinoquía;Arauca;40 - 44;Femenino;12949
2033;Orinoquía;Arauca;45 - 49;Femenino;11171
2033;Orinoquía;Arauca;5 - 9;Femenino;12481
2033;Orinoquía;Arauca;50 - 54;Femenino;9840
2033;Orinoquía;Arauca;55 - 59;Femenino;8358
2033;Orinoquía;Arauca;60 - 64;Femenino;7339
2033;Orinoquía;Arauca;65 - 69;Femenino;6139
2033;Orinoquía;Arauca;70 - 74;Femenino;4627
2033;Orinoquía;Arauca;75 - 79;Femenino;3090
2033;Orinoquía;Arauca;80 - 84;Femenino;1945
2033;Orinoquía;Arauca;85 - 89;Femenino;2060
2033;Orinoquía;Arauca;0 - 4;Masculino;11974
2033;Orinoquía;Arauca;10 - 14;Masculino;13856
2033;Orinoquía;Arauca;15 - 19;Masculino;14324
2033;Orinoquía;Arauca;20 - 24;Masculino;13195
2033;Orinoquía;Arauca;25 - 29;Masculino;12142
2033;Orinoquía;Arauca;30 - 34;Masculino;12400
2033;Orinoquía;Arauca;35 - 39;Masculino;12841
2033;Orinoquía;Arauca;40 - 44;Masculino;11908
2033;Orinoquía;Arauca;45 - 49;Masculino;10441
2033;Orinoquía;Arauca;5 - 9;Masculino;12853
2033;Orinoquía;Arauca;50 - 54;Masculino;9211
2033;Orinoquía;Arauca;55 - 59;Masculino;7653
2033;Orinoquía;Arauca;60 - 64;Masculino;6611
2033;Orinoquía;Arauca;65 - 69;Masculino;5542
2033;Orinoquía;Arauca;70 - 74;Masculino;4211
2033;Orinoquía;Arauca;75 - 79;Masculino;2802
2033;Orinoquía;Arauca;80 - 84;Masculino;1579
2033;Orinoquía;Arauca;85 - 89;Masculino;1257
2034;Orinoquía;Arauca;0 - 4;Femenino;11344
2034;Orinoquía;Arauca;10 - 14;Femenino;13377
2034;Orinoquía;Arauca;15 - 19;Femenino;13946
2034;Orinoquía;Arauca;20 - 24;Femenino;12960
2034;Orinoquía;Arauca;25 - 29;Femenino;12266
2034;Orinoquía;Arauca;30 - 34;Femenino;12991
2034;Orinoquía;Arauca;35 - 39;Femenino;13971
2034;Orinoquía;Arauca;40 - 44;Femenino;13230
2034;Orinoquía;Arauca;45 - 49;Femenino;11437
2034;Orinoquía;Arauca;5 - 9;Femenino;12263
2034;Orinoquía;Arauca;50 - 54;Femenino;10069
2034;Orinoquía;Arauca;55 - 59;Femenino;8577
2034;Orinoquía;Arauca;60 - 64;Femenino;7462
2034;Orinoquía;Arauca;65 - 69;Femenino;6332
2034;Orinoquía;Arauca;70 - 74;Femenino;4863
2034;Orinoquía;Arauca;75 - 79;Femenino;3279
2034;Orinoquía;Arauca;80 - 84;Femenino;2047
2034;Orinoquía;Arauca;85 - 89;Femenino;2132
2034;Orinoquía;Arauca;0 - 4;Masculino;11808
2034;Orinoquía;Arauca;10 - 14;Masculino;13649
2034;Orinoquía;Arauca;15 - 19;Masculino;14264
2034;Orinoquía;Arauca;20 - 24;Masculino;13320
2034;Orinoquía;Arauca;25 - 29;Masculino;12150
2034;Orinoquía;Arauca;30 - 34;Masculino;12117
2034;Orinoquía;Arauca;35 - 39;Masculino;12743
2034;Orinoquía;Arauca;40 - 44;Masculino;12104
2034;Orinoquía;Arauca;45 - 49;Masculino;10628
2034;Orinoquía;Arauca;5 - 9;Masculino;12635
2034;Orinoquía;Arauca;50 - 54;Masculino;9408
2034;Orinoquía;Arauca;55 - 59;Masculino;7883
2034;Orinoquía;Arauca;60 - 64;Masculino;6703
2034;Orinoquía;Arauca;65 - 69;Masculino;5675
2034;Orinoquía;Arauca;70 - 74;Masculino;4371
2034;Orinoquía;Arauca;75 - 79;Masculino;2935
2034;Orinoquía;Arauca;80 - 84;Masculino;1661
2034;Orinoquía;Arauca;85 - 89;Masculino;1293
2035;Orinoquía;Arauca;0 - 4;Femenino;11197
2035;Orinoquía;Arauca;10 - 14;Femenino;13108
2035;Orinoquía;Arauca;15 - 19;Femenino;13923
2035;Orinoquía;Arauca;20 - 24;Femenino;13102
2035;Orinoquía;Arauca;25 - 29;Femenino;12312
2035;Orinoquía;Arauca;30 - 34;Femenino;12688
2035;Orinoquía;Arauca;35 - 39;Femenino;13869
2035;Orinoquía;Arauca;40 - 44;Femenino;13453
2035;Orinoquía;Arauca;45 - 49;Femenino;11738
2035;Orinoquía;Arauca;5 - 9;Femenino;12057
2035;Orinoquía;Arauca;50 - 54;Femenino;10285
2035;Orinoquía;Arauca;55 - 59;Femenino;8824
2035;Orinoquía;Arauca;60 - 64;Femenino;7577
2035;Orinoquía;Arauca;65 - 69;Femenino;6520
2035;Orinoquía;Arauca;70 - 74;Femenino;5084
2035;Orinoquía;Arauca;75 - 79;Femenino;3485
2035;Orinoquía;Arauca;80 - 84;Femenino;2163
2035;Orinoquía;Arauca;85 - 89;Femenino;2205
2035;Orinoquía;Arauca;0 - 4;Masculino;11657
2035;Orinoquía;Arauca;10 - 14;Masculino;13396
2035;Orinoquía;Arauca;15 - 19;Masculino;14195
2035;Orinoquía;Arauca;20 - 24;Masculino;13439
2035;Orinoquía;Arauca;25 - 29;Masculino;12207
2035;Orinoquía;Arauca;30 - 34;Masculino;11877
2035;Orinoquía;Arauca;35 - 39;Masculino;12585
2035;Orinoquía;Arauca;40 - 44;Masculino;12249
2035;Orinoquía;Arauca;45 - 49;Masculino;10840
2035;Orinoquía;Arauca;5 - 9;Masculino;12423
2035;Orinoquía;Arauca;50 - 54;Masculino;9590
2035;Orinoquía;Arauca;55 - 59;Masculino;8125
2035;Orinoquía;Arauca;60 - 64;Masculino;6806
2035;Orinoquía;Arauca;65 - 69;Masculino;5804
2035;Orinoquía;Arauca;70 - 74;Masculino;4527
2035;Orinoquía;Arauca;75 - 79;Masculino;3070
2035;Orinoquía;Arauca;80 - 84;Masculino;1752
2035;Orinoquía;Arauca;85 - 89;Masculino;1333
2018;Caribe;Atlántico;0 - 4;Femenino;103811
2018;Caribe;Atlántico;10 - 14;Femenino;107639
2018;Caribe;Atlántico;15 - 19;Femenino;110652
2018;Caribe;Atlántico;20 - 24;Femenino;109280
2018;Caribe;Atlántico;25 - 29;Femenino;105506
2018;Caribe;Atlántico;30 - 34;Femenino;97807
2018;Caribe;Atlántico;35 - 39;Femenino;93041
2018;Caribe;Atlántico;40 - 44;Femenino;81494
2018;Caribe;Atlántico;45 - 49;Femenino;77300
2018;Caribe;Atlántico;5 - 9;Femenino;105073
2018;Caribe;Atlántico;50 - 54;Femenino;76100
2018;Caribe;Atlántico;55 - 59;Femenino;67517
2018;Caribe;Atlántico;60 - 64;Femenino;53392
2018;Caribe;Atlántico;65 - 69;Femenino;40444
2018;Caribe;Atlántico;70 - 74;Femenino;28432
2018;Caribe;Atlántico;75 - 79;Femenino;18716
2018;Caribe;Atlántico;80 - 84;Femenino;11559
2018;Caribe;Atlántico;85 - 89;Femenino;13310
2018;Caribe;Atlántico;0 - 4;Masculino;108602
2018;Caribe;Atlántico;10 - 14;Masculino;110778
2018;Caribe;Atlántico;15 - 19;Masculino;112409
2018;Caribe;Atlántico;20 - 24;Masculino;109227
2018;Caribe;Atlántico;25 - 29;Masculino;103612
2018;Caribe;Atlántico;30 - 34;Masculino;94047
2018;Caribe;Atlántico;35 - 39;Masculino;86925
2018;Caribe;Atlántico;40 - 44;Masculino;74010
2018;Caribe;Atlántico;45 - 49;Masculino;68512
2018;Caribe;Atlántico;5 - 9;Masculino;109099
2018;Caribe;Atlántico;50 - 54;Masculino;66314
2018;Caribe;Atlántico;55 - 59;Masculino;58063
2018;Caribe;Atlántico;60 - 64;Masculino;44980
2018;Caribe;Atlántico;65 - 69;Masculino;33169
2018;Caribe;Atlántico;70 - 74;Masculino;22746
2018;Caribe;Atlántico;75 - 79;Masculino;14517
2018;Caribe;Atlántico;80 - 84;Masculino;8627
2018;Caribe;Atlántico;85 - 89;Masculino;8807
2019;Caribe;Atlántico;0 - 4;Femenino;108152
2019;Caribe;Atlántico;10 - 14;Femenino;109549
2019;Caribe;Atlántico;15 - 19;Femenino;113784
2019;Caribe;Atlántico;20 - 24;Femenino;114367
2019;Caribe;Atlántico;25 - 29;Femenino;111542
2019;Caribe;Atlántico;30 - 34;Femenino;102944
2019;Caribe;Atlántico;35 - 39;Femenino;97350
2019;Caribe;Atlántico;40 - 44;Femenino;85638
2019;Caribe;Atlántico;45 - 49;Femenino;78820
2019;Caribe;Atlántico;5 - 9;Femenino;108222
2019;Caribe;Atlántico;50 - 54;Femenino;77628
2019;Caribe;Atlántico;55 - 59;Femenino;70286
2019;Caribe;Atlántico;60 - 64;Femenino;56316
2019;Caribe;Atlántico;65 - 69;Femenino;42751
2019;Caribe;Atlántico;70 - 74;Femenino;30244
2019;Caribe;Atlántico;75 - 79;Femenino;19941
2019;Caribe;Atlántico;80 - 84;Femenino;12260
2019;Caribe;Atlántico;85 - 89;Femenino;13620
2019;Caribe;Atlántico;0 - 4;Masculino;112923
2019;Caribe;Atlántico;10 - 14;Masculino;112850
2019;Caribe;Atlántico;15 - 19;Masculino;115251
2019;Caribe;Atlántico;20 - 24;Masculino;114276
2019;Caribe;Atlántico;25 - 29;Masculino;109800
2019;Caribe;Atlántico;30 - 34;Masculino;99565
2019;Caribe;Atlántico;35 - 39;Masculino;91612
2019;Caribe;Atlántico;40 - 44;Masculino;78282
2019;Caribe;Atlántico;45 - 49;Masculino;70099
2019;Caribe;Atlántico;5 - 9;Masculino;112356
2019;Caribe;Atlántico;50 - 54;Masculino;67629
2019;Caribe;Atlántico;55 - 59;Masculino;60402
2019;Caribe;Atlántico;60 - 64;Masculino;47453
2019;Caribe;Atlántico;65 - 69;Masculino;34977
2019;Caribe;Atlántico;70 - 74;Masculino;24053
2019;Caribe;Atlántico;75 - 79;Masculino;15294
2019;Caribe;Atlántico;80 - 84;Masculino;9017
2019;Caribe;Atlántico;85 - 89;Masculino;8898
2020;Caribe;Atlántico;0 - 4;Femenino;106202
2020;Caribe;Atlántico;10 - 14;Femenino;109738
2020;Caribe;Atlántico;15 - 19;Femenino;113252
2020;Caribe;Atlántico;20 - 24;Femenino;115648
2020;Caribe;Atlántico;25 - 29;Femenino;112927
2020;Caribe;Atlántico;30 - 34;Femenino;105169
2020;Caribe;Atlántico;35 - 39;Femenino;99500
2020;Caribe;Atlántico;40 - 44;Femenino;89407
2020;Caribe;Atlántico;45 - 49;Femenino;80357
2020;Caribe;Atlántico;5 - 9;Femenino;109603
2020;Caribe;Atlántico;50 - 54;Femenino;78926
2020;Caribe;Atlántico;55 - 59;Femenino;73044
2020;Caribe;Atlántico;60 - 64;Femenino;59681
2020;Caribe;Atlántico;65 - 69;Femenino;45442
2020;Caribe;Atlántico;70 - 74;Femenino;32580
2020;Caribe;Atlántico;75 - 79;Femenino;21545
2020;Caribe;Atlántico;80 - 84;Femenino;13117
2020;Caribe;Atlántico;85 - 89;Femenino;13626
2020;Caribe;Atlántico;0 - 4;Masculino;111029
2020;Caribe;Atlántico;10 - 14;Masculino;113644
2020;Caribe;Atlántico;15 - 19;Masculino;115421
2020;Caribe;Atlántico;20 - 24;Masculino;115742
2020;Caribe;Atlántico;25 - 29;Masculino;111463
2020;Caribe;Atlántico;30 - 34;Masculino;102117
2020;Caribe;Atlántico;35 - 39;Masculino;94241
2020;Caribe;Atlántico;40 - 44;Masculino;82295
2020;Caribe;Atlántico;45 - 49;Masculino;72002
2020;Caribe;Atlántico;5 - 9;Masculino;113980
2020;Caribe;Atlántico;50 - 54;Masculino;69253
2020;Caribe;Atlántico;55 - 59;Masculino;63104
2020;Caribe;Atlántico;60 - 64;Masculino;50552
2020;Caribe;Atlántico;65 - 69;Masculino;37407
2020;Caribe;Atlántico;70 - 74;Masculino;26018
2020;Caribe;Atlántico;75 - 79;Masculino;16605
2020;Caribe;Atlántico;80 - 84;Masculino;9723
2020;Caribe;Atlántico;85 - 89;Masculino;9305
2021;Caribe;Atlántico;0 - 4;Femenino;105316
2021;Caribe;Atlántico;10 - 14;Femenino;110423
2021;Caribe;Atlántico;15 - 19;Femenino;113205
2021;Caribe;Atlántico;20 - 24;Femenino;117236
2021;Caribe;Atlántico;25 - 29;Femenino;114881
2021;Caribe;Atlántico;30 - 34;Femenino;108131
2021;Caribe;Atlántico;35 - 39;Femenino;101311
2021;Caribe;Atlántico;40 - 44;Femenino;92851
2021;Caribe;Atlántico;45 - 49;Femenino;81777
2021;Caribe;Atlántico;5 - 9;Femenino;110858
2021;Caribe;Atlántico;50 - 54;Femenino;79447
2021;Caribe;Atlántico;55 - 59;Femenino;74852
