anio;region;departamento;rango_edad;sexo;pob
2018;Amazonía;Amazonas;0 - 4;Femenino;4737
2018;Amazonía;Amazonas;10 - 14;Femenino;4379
2018;Amazonía;Amazonas;15 - 19;Femenino;3643
2018;Amazonía;Amazonas;20 - 24;Femenino;2937
2018;Amazonía;Amazonas;25 - 29;Femenino;2814
2018;Amazonía;Amazonas;30 - 34;Femenino;2616
2018;Amazonía;Amazonas;35 - 39;Femenino;2252
2018;Amazonía;Amazonas;40 - 44;Femenino;1850
2018;Amazonía;Amazonas;45 - 49;Femenino;1617
2018;Amazonía;Amazonas;5 - 9;Femenino;4749
2018;Amazonía;Amazonas;50 - 54;Femenino;1335
2018;Amazonía;Amazonas;55 - 59;Femenino;1081
2018;Amazonía;Amazonas;60 - 64;Femenino;816
2018;Amazonía;Amazonas;65 - 69;Femenino;616
2018;Amazonía;Amazonas;70 - 74;Femenino;376
2018;Amazonía;Amazonas;75 - 79;Femenino;299
2018;Amazonía;Amazonas;80 - 84;Femenino;234
2018;Amazonía;Amazonas;85 - 89;Femenino;327
2018;Amazonía;Amazonas;0 - 4;Masculino;5018
2018;Amazonía;Amazonas;10 - 14;Masculino;4777
2018;Amazonía;Amazonas;15 - 19;Masculino;4232
2018;Amazonía;Amazonas;20 - 24;Masculino;3536
2018;Amazonía;Amazonas;25 - 29;Masculino;3094
2018;Amazonía;Amazonas;30 - 34;Masculino;2719
2018;Amazonía;Amazonas;35 - 39;Masculino;2376
2018;Amazonía;Amazonas;40 - 44;Masculino;1998
2018;Amazonía;Amazonas;45 - 49;Masculino;1695
2018;Amazonía;Amazonas;5 - 9;Masculino;5023
2018;Amazonía;Amazonas;50 - 54;Masculino;1386
2018;Amazonía;Amazonas;55 - 59;Masculino;1210
2018;Amazonía;Amazonas;60 - 64;Masculino;917
2018;Amazonía;Amazonas;65 - 69;Masculino;677
2018;Amazonía;Amazonas;70 - 74;Masculino;385
2018;Amazonía;Amazonas;75 - 79;Masculino;301
2018;Amazonía;Amazonas;80 - 84;Masculino;239
2018;Amazonía;Amazonas;85 - 89;Masculino;328
2019;Amazonía;Amazonas;0 - 4;Femenino;4700
2019;Amazonía;Amazonas;10 - 14;Femenino;4471
2019;Amazonía;Amazonas;15 - 19;Femenino;3780
2019;Amazonía;Amazonas;20 - 24;Femenino;3011
2019;Amazonía;Amazonas;25 - 29;Femenino;2813
2019;Amazonía;Amazonas;30 - 34;Femenino;2643
2019;Amazonía;Amazonas;35 - 39;Femenino;2319
2019;Amazonía;Amazonas;40 - 44;Femenino;1919
2019;Amazonía;Amazonas;45 - 49;Femenino;1642
2019;Amazonía;Amazonas;5 - 9;Femenino;4741
2019;Amazonía;Amazonas;50 - 54;Femenino;1377
2019;Amazonía;Amazonas;55 - 59;Femenino;1126
2019;Amazonía;Amazonas;60 - 64;Femenino;856
2019;Amazonía;Amazonas;65 - 69;Femenino;652
2019;Amazonía;Amazonas;70 - 74;Femenino;407
2019;Amazonía;Amazonas;75 - 79;Femenino;301
2019;Amazonía;Amazonas;80 - 84;Femenino;231
2019;Amazonía;Amazonas;85 - 89;Femenino;320
2019;Amazonía;Amazonas;0 - 4;Masculino;4941
2019;Amazonía;Amazonas;10 - 14;Masculino;4807
2019;Amazonía;Amazonas;15 - 19;Masculino;4350
2019;Amazonía;Amazonas;20 - 24;Masculino;3635
2019;Amazonía;Amazonas;25 - 29;Masculino;3139
2019;Amazonía;Amazonas;30 - 34;Masculino;2747
2019;Amazonía;Amazonas;35 - 39;Masculino;2441
2019;Amazonía;Amazonas;40 - 44;Masculino;2057
2019;Amazonía;Amazonas;45 - 49;Masculino;1740
2019;Amazonía;Amazonas;5 - 9;Masculino;4992
2019;Amazonía;Amazonas;50 - 54;Masculino;1422
2019;Amazonía;Amazonas;55 - 59;Masculino;1237
2019;Amazonía;Amazonas;60 - 64;Masculino;959
2019;Amazonía;Amazonas;65 - 69;Masculino;716
2019;Amazonía;Amazonas;70 - 74;Masculino;420
2019;Amazonía;Amazonas;75 - 79;Masculino;296
2019;Amazonía;Amazonas;80 - 84;Masculino;229
2019;Amazonía;Amazonas;85 - 89;Masculino;316
2020;Amazonía;Amazonas;0 - 4;Femenino;4692
2020;Amazonía;Amazonas;10 - 14;Femenino;4612
2020;Amazonía;Amazonas;15 - 19;Femenino;3982
2020;Amazonía;Amazonas;20 - 24;Femenino;3239
2020;Amazonía;Amazonas;25 - 29;Femenino;2927
2020;Amazonía;Amazonas;30 - 34;Femenino;2795
2020;Amazonía;Amazonas;35 - 39;Femenino;2461
2020;Amazonía;Amazonas;40 - 44;Femenino;2037
2020;Amazonía;Amazonas;45 - 49;Femenino;1709
2020;Amazonía;Amazonas;5 - 9;Femenino;4799
2020;Amazonía;Amazonas;50 - 54;Femenino;1455
2020;Amazonía;Amazonas;55 - 59;Femenino;1185
2020;Amazonía;Amazonas;60 - 64;Femenino;916
2020;Amazonía;Amazonas;65 - 69;Femenino;692
2020;Amazonía;Amazonas;70 - 74;Femenino;455
2020;Amazonía;Amazonas;75 - 79;Femenino;309
2020;Amazonía;Amazonas;80 - 84;Femenino;243
2020;Amazonía;Amazonas;85 - 89;Femenino;333
2020;Amazonía;Amazonas;0 - 4;Masculino;4941
2020;Amazonía;Amazonas;10 - 14;Masculino;4920
2020;Amazonía;Amazonas;15 - 19;Masculino;4481
2020;Amazonía;Amazonas;20 - 24;Masculino;3820
2020;Amazonía;Amazonas;25 - 29;Masculino;3287
2020;Amazonía;Amazonas;30 - 34;Masculino;2888
2020;Amazonía;Amazonas;35 - 39;Masculino;2542
2020;Amazonía;Amazonas;40 - 44;Masculino;2156
2020;Amazonía;Amazonas;45 - 49;Masculino;1800
2020;Amazonía;Amazonas;5 - 9;Masculino;5043
2020;Amazonía;Amazonas;50 - 54;Masculino;1481
2020;Amazonía;Amazonas;55 - 59;Masculino;1260
2020;Amazonía;Amazonas;60 - 64;Masculino;997
2020;Amazonía;Amazonas;65 - 69;Masculino;733
2020;Amazonía;Amazonas;70 - 74;Masculino;451
2020;Amazonía;Amazonas;75 - 79;Masculino;290
2020;Amazonía;Amazonas;80 - 84;Masculino;229
2020;Amazonía;Amazonas;85 - 89;Masculino;312
2021;Amazonía;Amazonas;0 - 4;Femenino;4693
2021;Amazonía;Amazonas;10 - 14;Femenino;4695
2021;Amazonía;Amazonas;15 - 19;Femenino;4131
2021;Amazonía;Amazonas;20 - 24;Femenino;3396
2021;Amazonía;Amazonas;25 - 29;Femenino;2975
2021;Amazonía;Amazonas;30 - 34;Femenino;2865
2021;Amazonía;Amazonas;35 - 39;Femenino;2557
2021;Amazonía;Amazonas;40 - 44;Femenino;2129
2021;Amazonía;Amazonas;45 - 49;Femenino;1756
2021;Amazonía;Amazonas;5 - 9;Femenino;4796
2021;Amazonía;Amazonas;50 - 54;Femenino;1511
2021;Amazonía;Amazonas;55 - 59;Femenino;1229
2021;Amazonía;Amazonas;60 - 64;Femenino;965
2021;Amazonía;Amazonas;65 - 69;Femenino;721
2021;Amazonía;Amazonas;70 - 74;Femenino;495
2021;Amazonía;Amazonas;75 - 79;Femenino;313
2021;Amazonía;Amazonas;80 - 84;Femenino;246
2021;Amazonía;Amazonas;85 - 89;Femenino;336
2021;Amazonía;Amazonas;0 - 4;Masculino;4919
2021;Amazonía;Amazonas;10 - 14;Masculino;4969
2021;Amazonía;Amazonas;15 - 19;Masculino;4584
2021;Amazonía;Amazonas;20 - 24;Masculino;3953
2021;Amazonía;Amazonas;25 - 29;Masculino;3374
2021;Amazonía;Amazonas;30 - 34;Masculino;2973
2021;Amazonía;Amazonas;35 - 39;Masculino;2613
2021;Amazonía;Amazonas;40 - 44;Masculino;2227
2021;Amazonía;Amazonas;45 - 49;Masculino;1846
2021;Amazonía;Amazonas;5 - 9;Masculino;5034
2021;Amazonía;Amazonas;50 - 54;Masculino;1537
2021;Amazonía;Amazonas;55 - 59;Masculino;1262
2021;Amazonía;Amazonas;60 - 64;Masculino;1033
2021;Amazonía;Amazonas;65 - 69;Masculino;749
2021;Amazonía;Amazonas;70 - 74;Masculino;488
2021;Amazonía;Amazonas;75 - 79;Masculino;284
2021;Amazonía;Amazonas;80 - 84;Masculino;221
2021;Amazonía;Amazonas;85 - 89;Masculino;296
2022;Amazonía;Amazonas;0 - 4;Femenino;4684
2022;Amazonía;Amazonas;10 - 14;Femenino;4763
2022;Amazonía;Amazonas;15 - 19;Femenino;4266
2022;Amazonía;Amazonas;20 - 24;Femenino;3551
2022;Amazonía;Amazonas;25 - 29;Femenino;3043
2022;Amazonía;Amazonas;30 - 34;Femenino;2932
2022;Amazonía;Amazonas;35 - 39;Femenino;2641
2022;Amazonía;Amazonas;40 - 44;Femenino;2222
2022;Amazonía;Amazonas;45 - 49;Femenino;1805
2022;Amazonía;Amazonas;5 - 9;Femenino;4760
2022;Amazonía;Amazonas;50 - 54;Femenino;1561
2022;Amazonía;Amazonas;55 - 59;Femenino;1276
2022;Amazonía;Amazonas;60 - 64;Femenino;1010
2022;Amazonía;Amazonas;65 - 69;Femenino;753
2022;Amazonía;Amazonas;70 - 74;Femenino;538
2022;Amazonía;Amazonas;75 - 79;Femenino;329
2022;Amazonía;Amazonas;80 - 84;Femenino;248
2022;Amazonía;Amazonas;85 - 89;Femenino;331
2022;Amazonía;Amazonas;0 - 4;Masculino;4882
2022;Amazonía;Amazonas;10 - 14;Masculino;4999
2022;Amazonía;Amazonas;15 - 19;Masculino;4676
2022;Amazonía;Amazonas;20 - 24;Masculino;4070
2022;Amazonía;Amazonas;25 - 29;Masculino;3456
2022;Amazonía;Amazonas;30 - 34;Masculino;3056
2022;Amazonía;Amazonas;35 - 39;Masculino;2680
2022;Amazonía;Amazonas;40 - 44;Masculino;2297
2022;Amazonía;Amazonas;45 - 49;Masculino;1891
2022;Amazonía;Amazonas;5 - 9;Masculino;4999
2022;Amazonía;Amazonas;50 - 54;Masculino;1582
2022;Amazonía;Amazonas;55 - 59;Masculino;1272
2022;Amazonía;Amazonas;60 - 64;Masculino;1065
2022;Amazonía;Amazonas;65 - 69;Masculino;763
2022;Amazonía;Amazonas;70 - 74;Masculino;518
2022;Amazonía;Amazonas;75 - 79;Masculino;284
2022;Amazonía;Amazonas;80 - 84;Masculino;214
2022;Amazonía;Amazonas;85 - 89;Masculino;273
2023;Amazonía;Amazonas;0 - 4;Femenino;4675
2023;Amazonía;Amazonas;10 - 14;Femenino;4802
2023;Amazonía;Amazonas;15 - 19;Femenino;4388
2023;Amazonía;Amazonas;20 - 24;Femenino;3694
2023;Amazonía;Amazonas;25 - 29;Femenino;3130
2023;Amazonía;Amazonas;30 - 34;Femenino;2988
2023;Amazonía;Amazonas;35 - 39;Femenino;2720
2023;Amazonía;Amazonas;40 - 44;Femenino;2305
2023;Amazonía;Amazonas;45 - 49;Femenino;1862
2023;Amazonía;Amazonas;5 - 9;Femenino;4707
2023;Amazonía;Amazonas;50 - 54;Femenino;1602
2023;Amazonía;Amazonas;55 - 59;Femenino;1319
2023;Amazonía;Amazonas;60 - 64;Femenino;1055
2023;Amazonía;Amazonas;65 - 69;Femenino;786
2023;Amazonía;Amazonas;70 - 74;Femenino;574
2023;Amazonía;Amazonas;75 - 79;Femenino;339
2023;Amazonía;Amazonas;80 - 84;Femenino;252
2023;Amazonía;Amazonas;85 - 89;Femenino;326
2023;Amazonía;Amazonas;0 - 4;Masculino;4857
2023;Amazonía;Amazonas;10 - 14;Masculino;5011
2023;Amazonía;Amazonas;15 - 19;Masculino;4751
2023;Amazonía;Amazonas;20 - 24;Masculino;4175
2023;Amazonía;Amazonas;25 - 29;Masculino;3544
2023;Amazonía;Amazonas;30 - 34;Masculino;3133
2023;Amazonía;Amazonas;35 - 39;Masculino;2742
2023;Amazonía;Amazonas;40 - 44;Masculino;2361
2023;Amazonía;Amazonas;45 - 49;Masculino;1947
2023;Amazonía;Amazonas;5 - 9;Masculino;4941
2023;Amazonía;Amazonas;50 - 54;Masculino;1618
2023;Amazonía;Amazonas;55 - 59;Masculino;1290
2023;Amazonía;Amazonas;60 - 64;Masculino;1083
2023;Amazonía;Amazonas;65 - 69;Masculino;786
2023;Amazonía;Amazonas;70 - 74;Masculino;539
2023;Amazonía;Amazonas;75 - 79;Masculino;292
2023;Amazonía;Amazonas;80 - 84;Masculino;208
2023;Amazonía;Amazonas;85 - 89;Masculino;254
2024;Amazonía;Amazonas;0 - 4;Femenino;4649
2024;Amazonía;Amazonas;10 - 14;Femenino;4814
2024;Amazonía;Amazonas;15 - 19;Femenino;4497
2024;Amazonía;Amazonas;20 - 24;Femenino;3826
2024;Amazonía;Amazonas;25 - 29;Femenino;3235
2024;Amazonía;Amazonas;30 - 34;Femenino;3032
2024;Amazonía;Amazonas;35 - 39;Femenino;2783
2024;Amazonía;Amazonas;40 - 44;Femenino;2389
2024;Amazonía;Amazonas;45 - 49;Femenino;1933
2024;Amazonía;Amazonas;5 - 9;Femenino;4669
2024;Amazonía;Amazonas;50 - 54;Femenino;1634
2024;Amazonía;Amazonas;55 - 59;Femenino;1362
2024;Amazonía;Amazonas;60 - 64;Femenino;1092
2024;Amazonía;Amazonas;65 - 69;Femenino;823
2024;Amazonía;Amazonas;70 - 74;Femenino;604
2024;Amazonía;Amazonas;75 - 79;Femenino;356
2024;Amazonía;Amazonas;80 - 84;Femenino;250
2024;Amazonía;Amazonas;85 - 89;Femenino;319
2024;Amazonía;Amazonas;0 - 4;Masculino;4830
2024;Amazonía;Amazonas;10 - 14;Masculino;5006
2024;Amazonía;Amazonas;15 - 19;Masculino;4812
2024;Amazonía;Amazonas;20 - 24;Masculino;4270
2024;Amazonía;Amazonas;25 - 29;Masculino;3641
2024;Amazonía;Amazonas;30 - 34;Masculino;3206
2024;Amazonía;Amazonas;35 - 39;Masculino;2797
2024;Amazonía;Amazonas;40 - 44;Masculino;2426
2024;Amazonía;Amazonas;45 - 49;Masculino;2004
2024;Amazonía;Amazonas;5 - 9;Masculino;4886
2024;Amazonía;Amazonas;50 - 54;Masculino;1648
2024;Amazonía;Amazonas;55 - 59;Masculino;1314
2024;Amazonía;Amazonas;60 - 64;Masculino;1099
2024;Amazonía;Amazonas;65 - 69;Masculino;810
2024;Amazonía;Amazonas;70 - 74;Masculino;559
2024;Amazonía;Amazonas;75 - 79;Masculino;303
2024;Amazonía;Amazonas;80 - 84;Masculino;202
2024;Amazonía;Amazonas;85 - 89;Masculino;238
2025;Amazonía;Amazonas;0 - 4;Femenino;4603
2025;Amazonía;Amazonas;10 - 14;Femenino;4812
2025;Amazonía;Amazonas;15 - 19;Femenino;4585
2025;Amazonía;Amazonas;20 - 24;Femenino;3946
2025;Amazonía;Amazonas;25 - 29;Femenino;3348
2025;Amazonía;Amazonas;30 - 34;Femenino;3060
2025;Amazonía;Amazonas;35 - 39;Femenino;2853
2025;Amazonía;Amazonas;40 - 44;Femenino;2466
2025;Amazonía;Amazonas;45 - 49;Femenino;2008
2025;Amazonía;Amazonas;5 - 9;Femenino;4644
2025;Amazonía;Amazonas;50 - 54;Femenino;1661
2025;Amazonía;Amazonas;55 - 59;Femenino;1404
2025;Amazonía;Amazonas;60 - 64;Femenino;1130
2025;Amazonía;Amazonas;65 - 69;Femenino;857
2025;Amazonía;Amazonas;70 - 74;Femenino;629
2025;Amazonía;Amazonas;75 - 79;Femenino;382
2025;Amazonía;Amazonas;80 - 84;Femenino;246
2025;Amazonía;Amazonas;85 - 89;Femenino;315
2025;Amazonía;Amazonas;0 - 4;Masculino;4789
2025;Amazonía;Amazonas;10 - 14;Masculino;4988
2025;Amazonía;Amazonas;15 - 19;Masculino;4862
2025;Amazonía;Amazonas;20 - 24;Masculino;4356
2025;Amazonía;Amazonas;25 - 29;Masculino;3728
2025;Amazonía;Amazonas;30 - 34;Masculino;3267
2025;Amazonía;Amazonas;35 - 39;Masculino;2861
2025;Amazonía;Amazonas;40 - 44;Masculino;2482
2025;Amazonía;Amazonas;45 - 49;Masculino;2065
2025;Amazonía;Amazonas;5 - 9;Masculino;4842
2025;Amazonía;Amazonas;50 - 54;Masculino;1681
2025;Amazonía;Amazonas;55 - 59;Masculino;1350
2025;Amazonía;Amazonas;60 - 64;Masculino;1107
2025;Amazonía;Amazonas;65 - 69;Masculino;835
2025;Amazonía;Amazonas;70 - 74;Masculino;574
2025;Amazonía;Amazonas;75 - 79;Masculino;324
2025;Amazonía;Amazonas;80 - 84;Masculino;198
2025;Amazonía;Amazonas;85 - 89;Masculino;222
2026;Amazonía;Amazonas;0 - 4;Femenino;4566
2026;Amazonía;Amazonas;10 - 14;Femenino;4792
2026;Amazonía;Amazonas;15 - 19;Femenino;4651
2026;Amazonía;Amazonas;20 - 24;Femenino;4056
2026;Amazonía;Amazonas;25 - 29;Femenino;3463
2026;Amazonía;Amazonas;30 - 34;Femenino;3094
2026;Amazonía;Amazonas;35 - 39;Femenino;2909
2026;Amazonía;Amazonas;40 - 44;Femenino;2541
2026;Amazonía;Amazonas;45 - 49;Femenino;2081
2026;Amazonía;Amazonas;5 - 9;Femenino;4612
2026;Amazonía;Amazonas;50 - 54;Femenino;1697
2026;Amazonía;Amazonas;55 - 59;Femenino;1445
2026;Amazonía;Amazonas;60 - 64;Femenino;1164
2026;Amazonía;Amazonas;65 - 69;Femenino;894
2026;Amazonía;Amazonas;70 - 74;Femenino;650
2026;Amazonía;Amazonas;75 - 79;Femenino;409
2026;Amazonía;Amazonas;80 - 84;Femenino;246
2026;Amazonía;Amazonas;85 - 89;Femenino;310
2026;Amazonía;Amazonas;0 - 4;Masculino;4755
2026;Amazonía;Amazonas;10 - 14;Masculino;4962
2026;Amazonía;Amazonas;15 - 19;Masculino;4893
2026;Amazonía;Amazonas;20 - 24;Masculino;4431
2026;Amazonía;Amazonas;25 - 29;Masculino;3814
2026;Amazonía;Amazonas;30 - 34;Masculino;3325
2026;Amazonía;Amazonas;35 - 39;Masculino;2924
2026;Amazonía;Amazonas;40 - 44;Masculino;2534
2026;Amazonía;Amazonas;45 - 49;Masculino;2125
2026;Amazonía;Amazonas;5 - 9;Masculino;4792
2026;Amazonía;Amazonas;50 - 54;Masculino;1716
2026;Amazonía;Amazonas;55 - 59;Masculino;1395
2026;Amazonía;Amazonas;60 - 64;Masculino;1103
2026;Amazonía;Amazonas;65 - 69;Masculino;864
2026;Amazonía;Amazonas;70 - 74;Masculino;590
2026;Amazonía;Amazonas;75 - 79;Masculino;348
2026;Amazonía;Amazonas;80 - 84;Masculino;194
2026;Amazonía;Amazonas;85 - 89;Masculino;210
2027;Amazonía;Amazonas;0 - 4;Femenino;4540
2027;Amazonía;Amazonas;10 - 14;Femenino;4745
2027;Amazonía;Amazonas;15 - 19;Femenino;4700
2027;Amazonía;Amazonas;20 - 24;Femenino;4159
2027;Amazonía;Amazonas;25 - 29;Femenino;3574
2027;Amazonía;Amazonas;30 - 34;Femenino;3144
2027;Amazonía;Amazonas;35 - 39;Femenino;2961
2027;Amazonía;Amazonas;40 - 44;Femenino;2607
2027;Amazonía;Amazonas;45 - 49;Femenino;2158
2027;Amazonía;Amazonas;5 - 9;Femenino;4583
2027;Amazonía;Amazonas;50 - 54;Femenino;1733
2027;Amazonía;Amazonas;55 - 59;Femenino;1482
2027;Amazonía;Amazonas;60 - 64;Femenino;1200
2027;Amazonía;Amazonas;65 - 69;Femenino;932
2027;Amazonía;Amazonas;70 - 74;Femenino;671
2027;Amazonía;Amazonas;75 - 79;Femenino;439
2027;Amazonía;Amazonas;80 - 84;Femenino;251
2027;Amazonía;Amazonas;85 - 89;Femenino;303
2027;Amazonía;Amazonas;0 - 4;Masculino;4736
2027;Amazonía;Amazonas;10 - 14;Masculino;4917
2027;Amazonía;Amazonas;15 - 19;Masculino;4913
2027;Amazonía;Amazonas;20 - 24;Masculino;4499
2027;Amazonía;Amazonas;25 - 29;Masculino;3895
2027;Amazonía;Amazonas;30 - 34;Masculino;3383
2027;Amazonía;Amazonas;35 - 39;Masculino;2987
2027;Amazonía;Amazonas;40 - 44;Masculino;2591
2027;Amazonía;Amazonas;45 - 49;Masculino;2183
2027;Amazonía;Amazonas;5 - 9;Masculino;4742
2027;Amazonía;Amazonas;50 - 54;Masculino;1753
2027;Amazonía;Amazonas;55 - 59;Masculino;1432
2027;Amazonía;Amazonas;60 - 64;Masculino;1110
2027;Amazonía;Amazonas;65 - 69;Masculino;889
2027;Amazonía;Amazonas;70 - 74;Masculino;605
2027;Amazonía;Amazonas;75 - 79;Masculino;369
2027;Amazonía;Amazonas;80 - 84;Masculino;195
2027;Amazonía;Amazonas;85 - 89;Masculino;200
2028;Amazonía;Amazonas;0 - 4;Femenino;4511
2028;Amazonía;Amazonas;10 - 14;Femenino;4686
2028;Amazonía;Amazonas;15 - 19;Femenino;4731
2028;Amazonía;Amazonas;20 - 24;Femenino;4255
2028;Amazonía;Amazonas;25 - 29;Femenino;3681
2028;Amazonía;Amazonas;30 - 34;Femenino;3206
2028;Amazonía;Amazonas;35 - 39;Femenino;3006
2028;Amazonía;Amazonas;40 - 44;Femenino;2673
2028;Amazonía;Amazonas;45 - 49;Femenino;2229
2028;Amazonía;Amazonas;5 - 9;Femenino;4560
2028;Amazonía;Amazonas;50 - 54;Femenino;1780
2028;Amazonía;Amazonas;55 - 59;Femenino;1514
2028;Amazonía;Amazonas;60 - 64;Femenino;1237
2028;Amazonía;Amazonas;65 - 69;Femenino;968
2028;Amazonía;Amazonas;70 - 74;Femenino;697
2028;Amazonía;Amazonas;75 - 79;Femenino;466
2028;Amazonía;Amazonas;80 - 84;Femenino;256
2028;Amazonía;Amazonas;85 - 89;Femenino;301
2028;Amazonía;Amazonas;0 - 4;Masculino;4708
2028;Amazonía;Amazonas;10 - 14;Masculino;4859
2028;Amazonía;Amazonas;15 - 19;Masculino;4920
2028;Amazonía;Amazonas;20 - 24;Masculino;4558
2028;Amazonía;Amazonas;25 - 29;Masculino;3969
2028;Amazonía;Amazonas;30 - 34;Masculino;3449
2028;Amazonía;Amazonas;35 - 39;Masculino;3052
2028;Amazonía;Amazonas;40 - 44;Masculino;2638
2028;Amazonía;Amazonas;45 - 49;Masculino;2239
2028;Amazonía;Amazonas;5 - 9;Masculino;4709
2028;Amazonía;Amazonas;50 - 54;Masculino;1809
2028;Amazonía;Amazonas;55 - 59;Masculino;1458
2028;Amazonía;Amazonas;60 - 64;Masculino;1125
2028;Amazonía;Amazonas;65 - 69;Masculino;904
2028;Amazonía;Amazonas;70 - 74;Masculino;627
2028;Amazonía;Amazonas;75 - 79;Masculino;385
2028;Amazonía;Amazonas;80 - 84;Masculino;203
2028;Amazonía;Amazonas;85 - 89;Masculino;191
2029;Amazonía;Amazonas;0 - 4;Femenino;4478
2029;Amazonía;Amazonas;10 - 14;Femenino;4641
2029;Amazonía;Amazonas;15 - 19;Femenino;4737
2029;Amazonía;Amazonas;20 - 24;Femenino;4345
2029;Amazonía;Amazonas;25 - 29;Femenino;3782
2029;Amazonía;Amazonas;30 - 34;Femenino;3287
2029;Amazonía;Amazonas;35 - 39;Femenino;3045
2029;Amazonía;Amazonas;40 - 44;Femenino;2728
2029;Amazonía;Amazonas;45 - 49;Femenino;2304
2029;Amazonía;Amazonas;5 - 9;Femenino;4528
2029;Amazonía;Amazonas;50 - 54;Femenino;1844
2029;Amazonía;Amazonas;55 - 59;Femenino;1536
2029;Amazonía;Amazonas;60 - 64;Femenino;1275
2029;Amazonía;Amazonas;65 - 69;Femenino;1000
2029;Amazonía;Amazonas;70 - 74;Femenino;728
2029;Amazonía;Amazonas;75 - 79;Femenino;492
2029;Amazonía;Amazonas;80 - 84;Femenino;269
2029;Amazonía;Amazonas;85 - 89;Femenino;297
2029;Amazonía;Amazonas;0 - 4;Masculino;4674
2029;Amazonía;Amazonas;10 - 14;Masculino;4798
2029;Amazonía;Amazonas;15 - 19;Masculino;4915
2029;Amazonía;Amazonas;20 - 24;Masculino;4606
2029;Amazonía;Amazonas;25 - 29;Masculino;4041
2029;Amazonía;Amazonas;30 - 34;Masculino;3520
2029;Amazonía;Amazonas;35 - 39;Masculino;3114
2029;Amazonía;Amazonas;40 - 44;Masculino;2686
2029;Amazonía;Amazonas;45 - 49;Masculino;2299
2029;Amazonía;Amazonas;5 - 9;Masculino;4681
2029;Amazonía;Amazonas;50 - 54;Masculino;1861
2029;Amazonía;Amazonas;55 - 59;Masculino;1484
2029;Amazonía;Amazonas;60 - 64;Masculino;1148
2029;Amazonía;Amazonas;65 - 69;Masculino;916
2029;Amazonía;Amazonas;70 - 74;Masculino;649
2029;Amazonía;Amazonas;75 - 79;Masculino;403
2029;Amazonía;Amazonas;80 - 84;Masculino;211
2029;Amazonía;Amazonas;85 - 89;Masculino;183
2030;Amazonía;Amazonas;0 - 4;Femenino;4445
2030;Amazonía;Amazonas;10 - 14;Femenino;4609
2030;Amazonía;Amazonas;15 - 19;Femenino;4734
2030;Amazonía;Amazonas;20 - 24;Femenino;4422
2030;Amazonía;Amazonas;25 - 29;Femenino;3879
2030;Amazonía;Amazonas;30 - 34;Femenino;3379
2030;Amazonía;Amazonas;35 - 39;Femenino;3073
2030;Amazonía;Amazonas;40 - 44;Femenino;2790
2030;Amazonía;Amazonas;45 - 49;Femenino;2375
2030;Amazonía;Amazonas;5 - 9;Femenino;4481
2030;Amazonía;Amazonas;50 - 54;Femenino;1914
2030;Amazonía;Amazonas;55 - 59;Femenino;1555
2030;Amazonía;Amazonas;60 - 64;Femenino;1313
2030;Amazonía;Amazonas;65 - 69;Femenino;1037
2030;Amazonía;Amazonas;70 - 74;Femenino;758
2030;Amazonía;Amazonas;75 - 79;Femenino;516
2030;Amazonía;Amazonas;80 - 84;Femenino;289
2030;Amazonía;Amazonas;85 - 89;Femenino;292
2030;Amazonía;Amazonas;0 - 4;Masculino;4640
2030;Amazonía;Amazonas;10 - 14;Masculino;4753
2030;Amazonía;Amazonas;15 - 19;Masculino;4893
2030;Amazonía;Amazonas;20 - 24;Masculino;4649
2030;Amazonía;Amazonas;25 - 29;Masculino;4108
2030;Amazonía;Amazonas;30 - 34;Masculino;3584
2030;Amazonía;Amazonas;35 - 39;Masculino;3169
2030;Amazonía;Amazonas;40 - 44;Masculino;2746
2030;Amazonía;Amazonas;45 - 49;Masculino;2349
2030;Amazonía;Amazonas;5 - 9;Masculino;4641
2030;Amazonía;Amazonas;50 - 54;Masculino;1919
2030;Amazonía;Amazonas;55 - 59;Masculino;1518
2030;Amazonía;Amazonas;60 - 64;Masculino;1177
2030;Amazonía;Amazonas;65 - 69;Masculino;924
2030;Amazonía;Amazonas;70 - 74;Masculino;671
2030;Amazonía;Amazonas;75 - 79;Masculino;417
2030;Amazonía;Amazonas;80 - 84;Masculino;225
2030;Amazonía;Amazonas;85 - 89;Masculino;178
2031;Amazonía;Amazonas;0 - 4;Femenino;4413
2031;Amazonía;Amazonas;10 - 14;Femenino;4576
2031;Amazonía;Amazonas;15 - 19;Femenino;4718
2031;Amazonía;Amazonas;20 - 24;Femenino;4484
2031;Amazonía;Amazonas;25 - 29;Femenino;3967
2031;Amazonía;Amazonas;30 - 34;Femenino;3475
2031;Amazonía;Amazonas;35 - 39;Femenino;3104
2031;Amazonía;Amazonas;40 - 44;Femenino;2848
2031;Amazonía;Amazonas;45 - 49;Femenino;2443
2031;Amazonía;Amazonas;5 - 9;Femenino;4444
2031;Amazonía;Amazonas;50 - 54;Femenino;1984
2031;Amazonía;Amazonas;55 - 59;Femenino;1591
2031;Amazonía;Amazonas;60 - 64;Femenino;1348
2031;Amazonía;Amazonas;65 - 69;Femenino;1071
2031;Amazonía;Amazonas;70 - 74;Femenino;792
2031;Amazonía;Amazonas;75 - 79;Femenino;536
2031;Amazonía;Amazonas;80 - 84;Femenino;308
2031;Amazonía;Amazonas;85 - 89;Femenino;291
